PE   	DPE	AMP                 	DAMP               	FIT                 	DFIT                
65.5 	0	0.5077793493635078  	0.7125863802820734 	0.48441924594071445 	0.08272872167017352 
66.5 	0	0.49646393210749645 	0.7046019671470528 	0.46808362923807983 	0.08037935771135651 
67.5 	0	0.4908062234794908  	0.7005756372294791 	0.45224765220703883 	0.07805443133808676 
68.5 	0	0.5374823196605375  	0.733131856940167  	0.4369250872768569  	0.07575601408472081 
69.5 	0	0.46534653465346537 	0.6821631290633241 	0.4221264520255821  	0.07348795314035181 
70.5 	0	0.44837340876944837 	0.6696069061542365 	0.40785832422447    	0.07125545258184861 
71.5 	0	0.41725601131541723 	0.6459535674608642 	0.39412294112859997 	0.06906460543522225 
72.5 	0	0.4073550212164074  	0.6382437004909702 	0.3809180580370423  	0.06692193747362622 
73.5 	0	0.3932107496463932  	0.6270651877168698 	0.3682370215432864  	0.06483400888447113 
74.5 	0	0.3917963224893918  	0.6259363565805967 	0.35606900339116526 	0.06280710036972315 
75.5 	0	0.355021216407355   	0.5958365685381815 	0.34439934079891116 	0.06084699096863912 
76.5 	0	0.3606789250353607  	0.6005655043668099 	0.3332099364926438  	0.058958819817497087
77.5 	0	0.32531824611032534 	0.5703667645562155 	0.3224796836539799  	0.05714701523547384 
78.5 	0	0.3352192362093352  	0.5789812054025029 	0.3121848944723253  	0.05541527205108012 
79.5 	0	0.2984441301272984  	0.5463004028254953 	0.30229972327662213 	0.05376656050395155 
80.5 	0	0.2956152758132956  	0.54370513682813   	0.29279658432724537 	0.052203155049149214
81.5 	0	0.26025459688826025 	0.5101515430617262 	0.2836465692575939  	0.05072667655241871 
82.5 	0	0.25884016973125884 	0.5087633730244925 	0.274819869832015   	0.04933814489800238 
83.5 	0	0.27015558698727016 	0.5197649343571286 	0.2662862089146732  	0.04803804015706345 
84.5 	0	0.2842998585572843  	0.5331977668344873 	0.25801527765617205 	0.04682636946982296 
85.5 	0	0.23055162659123055 	0.4801579183885553 	0.2499771714511905  	0.045702734713142894
86.5 	0	0.2531824611032532  	0.5031723970005243 	0.24214281264531257 	0.044666394106937644
87.5 	0	0.214992927864215   	0.4636732986319301 	0.23448434536295637 	0.043716310084428056
88.5 	0	0.20084865629420084 	0.44816141767693574	0.22697548776346    	0.042851176294515486
89.5 	0	0.18528995756718528 	0.4304532002055337 	0.2195918295289858  	0.042069418166257304
90.5 	0	0.17256011315417255 	0.41540355457575534	0.21231106696760252 	0.04136916336073965 
91.5 	0	0.18246110325318246 	0.42715465964119187	0.205113173942402   	0.04074818007793593 
92.5 	0	0.19377652050919378 	0.44020054578475226	0.19798051290354318 	0.04020378242613702 
93.5 	0	0.19801980198019803 	0.4449941594899848 	0.1908978956070939  	0.03973270327590155 
94.5 	0	0.18104667609618105 	0.4254958003273135 	0.1838526068326672  	0.03933093691880467 
95.5 	0	0.1485148514851485  	0.385376246654031  	0.1768344060335104  	0.03899355709540357 
96.5 	0	0.18528995756718528 	0.4304532002055337 	0.16983552118870152 	0.03871452076578421 
97.5 	0	0.15841584158415842 	0.39801487608399566	0.16285064634286026 	0.03848647390541882 
98.5 	0	0.13012729844413012 	0.36073161553172756	0.15587694987208986 	0.038300581487997254
99.5 	0	0.12305516265912306 	0.35079219298485403	0.14891409506690564 	0.03814640814116727 
100.5	0	0.13861386138613863 	0.37230882528639936	0.1419642689319025  	0.03801187725025804 
101.5	0	0.12022630834512023 	0.34673665561218103	0.13503220991952763 	0.03788333355583583 
102.5	0	0.09335219236209336 	0.30553591010238607	0.12812522129118625 	0.03774572736969331 
103.5	0	0.11456859971711457 	0.3384798365000707 	0.12125315441279638 	0.03758292813159637 
104.5	0	0.1173974540311174  	0.34263311870150176	0.11442834581387024 	0.03737816256333441 
105.5	0	0.07779349363507779 	0.278914850151579  	0.10766549331348235 	0.03711455991641654 
106.5	0	0.07496463932107496 	0.2737967116695797 	0.10098145977749637 	0.036775775478768195
107.5	0	0.09335219236209336 	0.30553591010238607	0.09439499777724163 	0.036346654962711014
108.5	0	0.08062234794908062 	0.2839407472503385 	0.08792639409789942 	0.03581389746599426 
109.5	0	0.06506364922206506 	0.2550757715308631 	0.0815970391486842  	0.03516667365527742 
110.5	0	0.07072135785007072 	0.26593487520457093	0.07542893230135932 	0.03439715848145189 
111.5	0	0.04809052333804809 	0.2192955160007794 	0.06944413947546348 	0.033500943582988885
112.5	0	0.04809052333804809 	0.2192955160007794 	0.06366422355640576 	0.032477302850945584
113.5	0	0.036775106082036775	0.19176836569683953	0.058109670762583304	0.03132929459242919 
114.5	0	0.036775106082036775	0.19176836569683953	0.05279933810963074 	0.030063694499201567
115.5	0	0.04950495049504951 	0.2224970797449924 	0.047749943257405565	0.028690764347135626
116.5	0	0.036775106082036775	0.19176836569683953	0.04297562830829994 	0.02722387131199926 
117.5	0	0.0297029702970297  	0.1723454968864278 	0.03848757930583574 	0.0256789813108836  
118.5	0	0.02545968882602546 	0.15956092512274256	0.034293851448786224	0.02407405581178374 
119.5	0	0.026874115983026876	0.16393326685888643	0.030398899689216444	0.02242838893111171 
120.5	0	0.024045261669024046	0.15506534644795414	0.026805048296800634	0.020761917407069518
