PE   	DPE	AMP                  	DAMP                	FIT                  	DFIT                 
58.5 	0	0.0014792899408284023	0.038461538461538464	0.0022673676638330868	0.0029456806150611192
59.5 	0	0.008875739644970414 	0.09421114395319916 	0.0027309735959819437	0.0034320349248903696
60.5 	0	0.013313609467455622 	0.11538461538461539 	0.0032797707869263054	0.003984970982148362 
61.5 	0	0.008875739644970414 	0.09421114395319916 	0.003927352875519034 	0.0046110593421464915
62.5 	0	0.011834319526627219 	0.10878565864408424 	0.004689070857908625 	0.005317077462379239 
63.5 	0	0.013313609467455622 	0.11538461538461539 	0.005582183462447469 	0.006109935853149615 
64.5 	0	0.020710059171597635 	0.14390989949130545 	0.006626006467347795 	0.0069965898256142914
65.5 	0	0.011834319526627219 	0.10878565864408424 	0.007842057900330044 	0.00798393681512006  
66.5 	0	0.008875739644970414 	0.09421114395319916 	0.009254195564076442 	0.009078699741874082 
67.5 	0	0.010355029585798817 	0.10175966581017656 	0.010888742832172565 	0.010287297440877322 
68.5 	0	0.01775147928994083  	0.13323467750529824 	0.012774598170961559 	0.011615703845301651 
69.5 	0	0.014792899408284023 	0.12162606385262997 	0.014943323379136952 	0.013069298334610818 
70.5 	0	0.014792899408284023 	0.12162606385262997 	0.017429205116826885 	0.014652710448813715 
71.5 	0	0.010355029585798817 	0.10175966581017656 	0.020269283939070654 	0.01636966300614412  
72.5 	0	0.010355029585798817 	0.10175966581017656 	0.023503344776128872 	0.018222818520436942 
73.5 	0	0.023668639053254437 	0.15384615384615385 	0.02717386263716957  	0.020213634667800948 
74.5 	0	0.019230769230769232 	0.1386750490563073  	0.031325897277097156 	0.02234223536435568  
75.5 	0	0.016272189349112426 	0.12756249193674615 	0.03600693068089103  	0.02460730474559313  
76.5 	0	0.022189349112426034 	0.1489608979310545  	0.041266641506912796 	0.027006011933288596 
77.5 	0	0.051775147928994084 	0.227541530119216   	0.04715661110929097  	0.02953397487991161  
78.5 	0	0.04142011834319527  	0.20351933162035313 	0.053729956445748496 	0.03218527172602456  
79.5 	0	0.04142011834319527  	0.20351933162035313 	0.06104088608310343  	0.0349525079164307   
80.5 	0	0.05473372781065089  	0.23395240501147    	0.06914417664508583  	0.037826946707903215 
81.5 	0	0.047337278106508875 	0.21757131728816848 	0.07809456840696716  	0.0407987095654152   
82.5 	0	0.07988165680473373  	0.2826334318595975  	0.08794608032274227  	0.04385705117269987  
83.5 	0	0.07396449704142012  	0.27196414661021057 	0.09875124655945645  	0.04699071125371913  
84.5 	0	0.07544378698224852  	0.274670324174725   	0.11056027858765631  	0.05018834198410377  
85.5 	0	0.10355029585798817  	0.3217923178977214  	0.1234201590061113   	0.053439005340342856 
86.5 	0	0.11834319526627218  	0.34401045807689073 	0.13737367552338928  	0.0567327291868452   
87.5 	0	0.11834319526627218  	0.34401045807689073 	0.1524584058305396   	0.06006110419356809  
88.5 	0	0.15828402366863906  	0.39784924741494615 	0.16870566642204854  	0.06341789587789354  
89.5 	0	0.1849112426035503   	0.4300130725961134  	0.18613944069334531  	0.06679963743159902  
90.5 	0	0.17011834319526628  	0.41245404979860034 	0.20477530379372752  	0.07020616007149005  
91.5 	0	0.21449704142011836  	0.4631382530304729  	0.22461936367083427  	0.07364100937687712  
92.5 	0	0.2677514792899408   	0.5174470787336042  	0.24566723943188437  	0.07711168985715795  
93.5 	0	0.27366863905325445  	0.5231334811052094  	0.26790309949322855  	0.08062967770986323  
94.5 	0	0.2943786982248521   	0.5425667684486879  	0.29129878292152067  	0.08421014558180759  
95.5 	0	0.3165680473372781   	0.5626438014741459  	0.3158130278206794   	0.08787135526264807  
96.5 	0	0.35355029585798814  	0.5946009551438579  	0.34139083053069674  	0.09163369603547969  
97.5 	0	0.3505917159763314   	0.5921078583977174  	0.3679629587301264   	0.09551837776356709  
98.5 	0	0.40236686390532544  	0.6343239424027171  	0.39544564024020235  	0.09954582630162373  
99.5 	0	0.44822485207100593  	0.6694959686742004  	0.42374044739728756  	0.10373386950183795  
100.5	0	0.5369822485207101   	0.7327907262791404  	0.4527343942918561   	0.10809583792345255  
101.5	0	0.4911242603550296   	0.7008025830110999  	0.4823002609858902   	0.11263872782758948  
102.5	0	0.621301775147929    	0.7882269819968921  	0.5122971550559794   	0.11736157929200852  
103.5	0	0.606508875739645    	0.7787867973583302  	0.5425713165265041   	0.12225420716113652  
104.5	0	0.650887573964497    	0.8067760370539627  	0.5729571675359182   	0.12729638956770134  
105.5	0	0.6760355029585798   	0.8222137817858443  	0.6032786030177746   	0.1324575744542399   
106.5	0	0.6952662721893491   	0.8338262841799539  	0.6333505133918634   	0.13769711739396207  
107.5	0	0.7855029585798816   	0.8862860478309932  	0.6629805248786407   	0.14296502199797037  
108.5	0	0.7736686390532544   	0.8795843558484056  	0.6919709377114417   	0.14820312266167512  
109.5	0	0.8239644970414202   	0.9077249016312267  	0.7201208373717735   	0.15334663033149923  
110.5	0	0.8239644970414202   	0.9077249016312267  	0.7472283491612154   	0.1583259543854019   
111.5	0	0.834319526627219    	0.9134109297721476  	0.7730930020944485   	0.16306871481846727  
112.5	0	0.9304733727810651   	0.9646104772295733  	0.797518164389373    	0.1675018653542248   
113.5	0	0.8520710059171598   	0.9230769230769231  	0.8203135098674397   	0.17155385689702346  
114.5	0	0.9023668639053254   	0.9499299257868052  	0.8412974724684524   	0.17515677979237496  
115.5	0	0.9482248520710059   	0.9737683770132433  	0.8602996449161919   	0.1782484314812559   
116.5	0	0.9230769230769231   	0.9607689228305228  	0.8771630774064394   	0.18077426286483086  
117.5	0	0.9807692307692307   	0.9903379376602871  	0.8917464330618222   	0.18268916204374563  
118.5	0	0.9304733727810651   	0.9646104772295733  	0.9039259588132529   	0.1839590382687937   
119.5	0	0.9600591715976331   	0.9798260925274612  	0.9135972332998608   	0.18456217215558576  
120.5	0	0.9600591715976331   	0.9798260925274612  	0.9206766572720436   	0.1844903005801269   
121.5	0	0.9363905325443787   	0.9676727404160864  	0.9251026567500803   	0.18374940612163124  
122.5	0	0.9763313609467456   	0.9880948137434714  	0.9268365747210822   	0.1823601812178243   
123.5	0	1.0                  	1.0                 	0.9258632333134547   	0.18035813599123696  
124.5	0	0.9112426035502958   	0.9545902804608352  	0.922191155014315    	0.17779331563883208  
125.5	0	0.9541420118343196   	0.9768019307077149  	0.9158524384203112   	0.1747295882240381   
126.5	0	0.8772189349112426   	0.936599666298917   	0.9069022910553757   	0.17124345713797168  
127.5	0	0.8150887573964497   	0.9028226611004233  	0.8954182287656709   	0.16742234602296285  
128.5	0	0.8387573964497042   	0.9158369922915891  	0.8814989579300446   	0.16336230105460192  
129.5	0	0.8535502958579881   	0.9238778576511011  	0.8652629630293294   	0.1591650621896222   
130.5	0	0.7440828402366864   	0.8626023650771463  	0.84684682783888     	0.15493448008953262  
131.5	0	0.6967455621301775   	0.834712862085027   	0.8264033235033993   	0.15077230931354113  
132.5	0	0.764792899408284    	0.8745243846847748  	0.8040993009016986   	0.14677349944690196  
133.5	0	0.6923076923076923   	0.8320502943378437  	0.7801134279181955   	0.14302123389654922  
134.5	0	0.6952662721893491   	0.8338262841799539  	0.7546338144430689   	0.13958211402800327  
135.5	0	0.7115384615384616   	0.8435273922869734  	0.7278555690897323   	0.13650201481428276  
136.5	0	0.650887573964497    	0.8067760370539627  	0.6999783317429827   	0.1338031908965998   
137.5	0	0.6316568047337278   	0.7947683969143009  	0.6712038251601554   	0.13148313642839546  
138.5	0	0.5887573964497042   	0.767305282433077   	0.6417334669954893   	0.1295154808896164   
139.5	0	0.5014792899408284   	0.7081520245969988  	0.6117660808850649   	0.12785287699706316  
140.5	0	0.5192307692307693   	0.7205766921228921  	0.581495741718748    	0.12643149851171698  
141.5	0	0.48520710059171596  	0.696568087549032   	0.5511097860575218   	0.125176520014538    
142.5	0	0.42011834319526625  	0.6481653671674121  	0.5207870139641015   	0.12400786465919929  
143.5	0	0.47781065088757396  	0.6912384906004395  	0.4906961034454568   	0.12284558125699821  
144.5	0	0.41124260355029585  	0.6412820000205025  	0.460994253405534    	0.1216143953590215   
145.5	0	0.3905325443786982   	0.6249260311258431  	0.4318260656220581   	0.12024719645287231  
146.5	0	0.38461538461538464  	0.6201736729460423  	0.40332267093450586  	0.11868741458902309  
147.5	0	0.2988165680473373   	0.5466411693673806  	0.3756010996934545   	0.11689037370225365  
148.5	0	0.3150887573964497   	0.5613276738202471  	0.3487638916938472   	0.11482378185149382  
149.5	0	0.30177514792899407  	0.54934064834945    	0.32289893639964656  	0.11246754294097565  
150.5	0	0.27662721893491127  	0.5259536281222055  	0.29807953035011153  	0.10981306754829065  
151.5	0	0.3121301775147929   	0.5586861171666904  	0.27436463528415506  	0.10686223761655793  
152.5	0	0.2692307692307692   	0.5188745216627708  	0.2517993177742431   	0.1036261516738839   
153.5	0	0.23964497041420119  	0.48953546389837904 	0.23041534905007063  	0.10012375006981929  
154.5	0	0.23372781065088757  	0.4834540419221744  	0.21023194222023422  	0.09638039624404103  
155.5	0	0.20266272189349113  	0.4501807657969087  	0.19125660325444815  	0.09242647098603118  
156.5	0	0.1863905325443787   	0.43172969847391635 	0.17348607184017908  	0.08829602168144073  
157.5	0	0.17455621301775148  	0.41779924966154675 	0.15690732853236716  	0.08402549694304853  
158.5	0	0.16568047337278108  	0.40703866324070626 	0.14149864541786372  	0.07965258801791666  
159.5	0	0.12721893491124261  	0.35667763444214245 	0.12723065875306744  	0.07521519127720419  
160.5	0	0.16568047337278108  	0.40703866324070626 	0.11406744363343554  	0.07075050041894983  
161.5	0	0.14201183431952663  	0.3768445758127966  	0.10196757264301674  	0.06629423238144617  
162.5	0	0.14053254437869822  	0.37487670556957553 	0.09088514253587002  	0.061879987131706594 
163.5	0	0.11834319526627218  	0.34401045807689073 	0.08077075524562505  	0.05753873830492552  
164.5	0	0.128698224852071    	0.3587453481957236  	0.071572441834429    	0.053298449032223305 
165.5	0	0.07248520710059171  	0.2692307692307692  	0.06323652031333776  	0.04918380514806768  
166.5	0	0.07544378698224852  	0.274670324174725   	0.05570838053475833  	0.045216056280147576 
167.5	0	0.07692307692307693  	0.2773500981126146  	0.04893319152349021  	0.04141295406588547  
168.5	0	0.07544378698224852  	0.274670324174725   	0.04285652863430015  	0.03778877588730929  
169.5	0	0.060650887573964495 	0.24627400913203262 	0.03742491976757516  	0.034354422042287495 
170.5	0	0.07544378698224852  	0.274670324174725   	0.03258631151595015  	0.03111757414446502  
171.5	0	0.05621301775147929  	0.23709284626803756 	0.028290457537830344 	0.028082902730205188 
172.5	0	0.05621301775147929  	0.23709284626803756 	0.024489232650274306 	0.025252312508357397 
173.5	0	0.042899408284023666 	0.20712172335132706 	0.02113687710280158  	0.022625214374046843 
174.5	0	0.05621301775147929  	0.23709284626803756 	0.018190176240667863 	0.020198814175338347 
175.5	0	0.03994082840236687  	0.19985201625794738 	0.015608581301700931 	0.017968409226188038 
176.5	0	0.03698224852071006  	0.19230769230769232 	0.013354277429919393 	0.015927684655846534 
177.5	0	0.05473372781065089  	0.23395240501147    	0.011392205150184987 	0.014069002832000483 
178.5	0	0.034023668639053255 	0.18445505858895075 	0.009690041551705825 	0.012383680254223114 
179.5	0	0.022189349112426034 	0.1489608979310545  	0.008218147296327487 	0.010862247451924897 
180.5	0	0.028106508875739646 	0.167649959366949   	0.00694948532277752  	0.00949468850835781  
181.5	0	0.028106508875739646 	0.167649959366949   	0.005859516782710314 	0.008270657846022753 
182.5	0	0.019230769230769232 	0.1386750490563073  	0.004926079340037822 	0.007179672831329051 
183.5	0	0.014792899408284023 	0.12162606385262997 	0.004129252511779006 	0.006211281575026521 
184.5	0	0.0073964497041420114	0.08600261451922268 	0.0034512142449286474	0.005355206012348798 
185.5	0	0.019230769230769232 	0.1386750490563073  	0.0028760924260223734	0.0046014609400139225
186.5	0	0.01775147928994083  	0.13323467750529824 	0.0023898145223631728	0.003940450167244278 
187.5	0	0.013313609467455622 	0.11538461538461539 	0.0019799580682165548	0.003363041309143725 
188.5	0	0.016272189349112426 	0.12756249193674615 	0.0016356042453698056	0.0028606210201403037
189.5	0	0.0073964497041420114	0.08600261451922268 	0.0013471963728111983	0.002425132641796666 
